58.10643062,5.488108722
70.01996171,2.743577395
61.56042804,16.03901236
12.47144238,69.99762078
83.91568324,7.624749303
47.59489873,81.49409487
21.60743826,27.19061691
95.6374553,82.3191675
35.99911497,20.4506422
78.33033506,56.22729916
70.32084012,5.010766688
26.12903126,0.408590253
23.06713034,0.721422889
2.986892287,50.28226236
58.28642178,46.65983333
10.36444441,57.0088528
65.29435191,14.9955632
9.025256822,64.21068867
62.87321932,70.31173289
3.905163102,89.1798879
12.25184841,77.52913196
77.53081593,99.71410234
20.16965733,33.21777209
46.35554823,58.64887038
12.52845247,58.88518782
65.01778683,96.88487427
97.57215633,22.9534113
54.8799284,18.29707318
11.62254412,66.45773073
6.614409741,24.66153907
79.92707205,92.01284986
99.41839093,39.31384136
77.176353,21.78348967
17.91069571,73.7780355
17.36774493,71.56089633
98.34034771,31.43453717
39.50429463,86.67571751
8.124603852,67.89412971
79.50534424,15.55087472
53.32938271,1.56857812
49.99389113,86.79715118
14.90797092,5.066801223
52.92959014,10.15040335
86.34987919,44.3072034
54.23087108,88.87667316
30.95026116,72.7464986
62.73871053,75.46514607
32.95212268,47.95358157
29.0997887,33.6829917
78.61043148,43.83786126
73.98156357,2.93197538
1.109169353,22.83425144
25.25886011,93.08480246
86.10014533,36.11425764
90.69311083,81.83595241
43.56392959,42.65111626
43.05317851,77.96200281
2.901120326,30.39297894
92.6013448,41.96154837
99.73905362,98.67123699
56.26446946,1.249620209
13.10074607,96.42415297
4.508243359,3.120344614
52.26765112,3.476561494
81.36778564,95.8031003
66.67077224,34.78454316
40.19057931,50.27114926
18.8290998,54.71880194
96.79294568,24.72661758
92.43473706,36.36317757
53.30002438,42.59802381
58.57752999,51.98005136
30.03604859,51.45646279
40.30674169,27.75978332
33.59956136,97.89100236
68.35772773,7.609293407
45.81647715,30.35572004
47.36722082,9.479362842
97.29428454,6.774493019
0.110564056,89.64020646
42.00830846,94.12521943
45.28377152,0.756332218
78.77489692,87.92654516
63.19429208,27.40519119
36.29834544,21.45555009
71.68869133,88.34282531
92.90900009,92.4790019
35.81568289,80.37528189
55.90832571,72.74473119
61.60986916,2.983328311
1.707236248,42.24525913
94.08093922,44.25512892
50.61776589,54.37640295
43.48360861,45.36591049
64.69577686,6.656050161
96.97920096,64.88767699
19.09781405,77.93426343
85.36732951,97.58048797
79.20039512,88.9387321
29.75668886,36.35172753
49.05730528,32.24455686
93.83881045,39.36711642
40.60771015,4.342216487
81.65260827,20.79774039
50.65289724,42.86606256
39.48690239,53.02309436
40.20489081,90.66564927
79.57175588,24.29975625
63.55864371,30.00395614
91.85954589,7.239504503
12.79858895,48.86691264
8.586897303,51.06106906
5.688092712,49.40134133
20.9986532,59.19913342
49.48484844,93.00071597
65.43500952,27.37269259
57.99078249,74.45427425
30.78171216,47.66839264
9.063566442,46.46700285
17.10893572,34.99391351
69.75274508,36.15897333
91.48011815,62.00317486
8.821505235,33.24574379
17.56920805,84.07437647
30.0322529,98.83215527
65.30615568,25.92171367
73.1519873,67.14173529
3.001168228,29.38234861
70.52362755,48.1990221
52.08801725,41.13261498
70.42323475,82.84329147
4.041171811,53.67721241
39.57769166,29.82701398
49.52410112,93.03737766
52.80271746,80.69397706
40.14414378,66.42943743
70.73607503,25.52110934
92.71063593,76.37760289
5.391422638,49.54442984
91.96633345,93.5605365
32.90150787,76.48901417
42.48586551,59.27169009
75.68495688,85.19978297
90.6765761,45.23130972
17.76848947,48.21360375
6.293529469,92.31232275
96.69372909,58.59931767
25.87032034,23.58528169
62.64333114,66.11989853
92.63802886,13.7980304
78.66496112,89.95029821
22.48166694,50.91890319
27.43435449,3.556611209
18.74970895,65.43044866
18.40316248,40.29358316
51.51811699,77.16341644
22.2797864,16.68616406
65.13417116,12.40382324
44.4853782,56.8982885
27.60636582,45.85804342
94.01406394,38.89201343
86.06522194,67.51255104
